ID,author_year,link,Substance,type,func,vendor,media,agg_diameter,length,size_class,lat_size,layer,thick,ssa,z_pot,plate,ali,dose,time,bmd_id,species,cell_type_general,cell_type,n_cell,endotox,notes,variable,value
607,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,,made in house while graphite was from Merck,DMEM F12 +10%FBS,881.3,,M,,1,0.35,,,96,Submerged,5,24,12067,human,epithelial,A549,1x10^4,YES,,ros,1.516523314
608,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,,made in house while graphite was from Merck,DMEM F12 +10%FBS,881.3,,M,,1,0.35,,,96,Submerged,25,24,12067,human,epithelial,A549,1x10^4,YES,,ros,1.23358986
609,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,,made in house while graphite was from Merck,DMEM F12 +10%FBS,881.3,,M,,1,0.35,,,96,Submerged,50,24,12067,human,epithelial,A549,1x10^4,YES,,ros,1.629696695
610,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,,made in house while graphite was from Merck,DMEM F12 +10%FBS,881.3,,M,,1,0.35,,,96,Submerged,100,24,12067,human,epithelial,A549,1x10^4,YES,,ros,2.525350837
611,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,1,3,12092,human,epithelial,A549,10^4,NO,,ros,1.011167513
612,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,10,3,12092,human,epithelial,A549,10^4,NO,,ros,1.056852792
613,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,25,3,12092,human,epithelial,A549,10^4,NO,,ros,1.102538071
614,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,50,3,12092,human,epithelial,A549,10^4,NO,,ros,1.181725888
615,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,100,3,12092,human,epithelial,A549,10^4,NO,,ros,1.442639594
616,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,100,6,12093,human,epithelial,A549,10^4,NO,,ros,1.65060241
617,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,50,6,12093,human,epithelial,A549,10^4,NO,,ros,1.403614458
618,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,25,6,12093,human,epithelial,A549,10^4,NO,,ros,1.201807229
619,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,10,6,12093,human,epithelial,A549,10^4,NO,,ros,1.112449799
620,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,1,6,12093,human,epithelial,A549,10^4,NO,,ros,1.045180723
621,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,1,24,12094,human,epithelial,A549,10^4,NO,,ros,1.09137577
622,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,10,24,12094,human,epithelial,A549,10^4,NO,,ros,1.148870637
623,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,25,24,12094,human,epithelial,A549,10^4,NO,,ros,1.263244353
624,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,50,24,12094,human,epithelial,A549,10^4,NO,,ros,1.504106776
625,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,100,24,12094,human,epithelial,A549,10^4,NO,,ros,2.13449692
626,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,50,3,12095,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.193679918
627,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,25,3,12095,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.137614679
628,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,100,3,12095,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.227319062
629,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,1,3,12095,human,epithelial,BEAS- 2B,10^4,NO,,ros,0.958307849
630,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,10,3,12095,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.070336391
631,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,1,6,12096,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.0254842
632,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,10,6,12096,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.193679918
633,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,25,6,12096,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.249745158
634,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,50,6,12096,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.406727829
635,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,100,6,12096,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.518858308
636,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,1,24,12097,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.14507772
637,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,10,24,12097,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.361658031
638,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,25,24,12097,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.475647668
639,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,50,24,12097,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.497409326
640,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,RPMI + 10% FBS,126.3,,S,400,1,,,-13.7,96,Submerged,100,24,12097,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.919170984
641,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100,3,12098,human,epithelial,A549,10^4,NO,,ros,2.71758794
642,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,50,3,12098,human,epithelial,A549,10^4,NO,,ros,1.809045226
643,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,10,3,12098,human,epithelial,A549,10^4,NO,,ros,1.292462312
644,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,1,3,12098,human,epithelial,A549,10^4,NO,,ros,1.090452261
645,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,25,3,12098,human,epithelial,A549,10^4,NO,,ros,1.561809045
646,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,1,6,12099,human,epithelial,A549,10^4,NO,,ros,1.832174777
647,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,10,6,12099,human,epithelial,A549,10^4,NO,,ros,1.864945382
648,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,25,6,12099,human,epithelial,A549,10^4,NO,,ros,3.185700099
649,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,50,6,12099,human,epithelial,A549,10^4,NO,,ros,3.269116187
650,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100,6,12099,human,epithelial,A549,10^4,NO,,ros,5.668321748
651,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,50,24,12100,human,epithelial,A549,10^4,NO,,ros,6.589390963
652,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,25,24,12100,human,epithelial,A549,10^4,NO,,ros,3.6021611
653,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100,24,12100,human,epithelial,A549,10^4,NO,,ros,11.25540275
654,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,1,24,12100,human,epithelial,A549,10^4,NO,,ros,1.899803536
655,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,10,24,12100,human,epithelial,A549,10^4,NO,,ros,2.535363458
656,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,10,3,12101,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.156476684
657,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,25,3,12101,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.316062176
658,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,50,3,12101,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.930569948
659,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100,3,12101,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.850777202
660,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,1,3,12101,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.133678756
661,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,1,6,12102,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.179274611
662,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,10,6,12102,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.998963731
663,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,25,6,12102,human,epithelial,BEAS- 2B,10^4,NO,,ros,2.591709845
664,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,50,6,12102,human,epithelial,BEAS- 2B,10^4,NO,,ros,2.955440415
665,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100,6,12102,human,epithelial,BEAS- 2B,10^4,NO,,ros,5.055958549
666,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,50,24,12103,human,epithelial,BEAS- 2B,10^4,NO,,ros,5.74611399
667,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100,24,12103,human,epithelial,BEAS- 2B,10^4,NO,,ros,6.751295337
668,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,25,24,12103,human,epithelial,BEAS- 2B,10^4,NO,,ros,3.642487047
669,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,1,24,12103,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.247668394
670,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,10,24,12103,human,epithelial,BEAS- 2B,10^4,NO,,ros,2.36373057
671,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1,3,12104,human,epithelial,A549,10^4,NO,,ros,0.988955823
672,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10,3,12104,human,epithelial,A549,10^4,NO,,ros,1
673,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25,3,12104,human,epithelial,A549,10^4,NO,,ros,1
674,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50,3,12104,human,epithelial,A549,10^4,NO,,ros,1.0562249
675,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100,3,12104,human,epithelial,A549,10^4,NO,,ros,1.079317269
676,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50,6,12105,human,epithelial,A549,10^4,NO,,ros,1.114989733
677,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25,6,12105,human,epithelial,A549,10^4,NO,,ros,1.113963039
678,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100,6,12105,human,epithelial,A549,10^4,NO,,ros,1.137577002
679,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1,6,12105,human,epithelial,A549,10^4,NO,,ros,1.045174538
680,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10,6,12105,human,epithelial,A549,10^4,NO,,ros,1.072895277
681,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1,24,12106,human,epithelial,A549,10^4,NO,,ros,1.033502538
682,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10,24,12106,human,epithelial,A549,10^4,NO,,ros,1.011167513
683,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25,24,12106,human,epithelial,A549,10^4,NO,,ros,1.113705584
684,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50,24,12106,human,epithelial,A549,10^4,NO,,ros,1.124873096
685,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100,24,12106,human,epithelial,A549,10^4,NO,,ros,1.158375635
686,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1,3,12107,human,epithelial,BEAS- 2B,10^4,NO,,ros,0.857492355
687,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10,3,12107,human,epithelial,BEAS- 2B,10^4,NO,,ros,0.890927625
688,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25,3,12107,human,epithelial,BEAS- 2B,10^4,NO,,ros,0.969520897
689,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50,3,12107,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.014271152
690,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100,3,12107,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.047910296
691,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100,6,12108,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.076683938
692,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25,6,12108,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.019689119
693,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50,6,12108,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.05388601
694,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1,6,12108,human,epithelial,BEAS- 2B,10^4,NO,,ros,0.951295337
695,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10,6,12108,human,epithelial,BEAS- 2B,10^4,NO,,ros,0.996891192
696,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1,24,12109,human,epithelial,BEAS- 2B,10^4,NO,,ros,0.975129534
697,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10,24,12109,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.019689119
698,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25,24,12109,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.042487047
699,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50,24,12109,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.088082902
700,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100,24,12109,human,epithelial,BEAS- 2B,10^4,NO,,ros,1.119170984
701,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO short,,in house,RPMI+10% FBS,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,1,4,12153,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,ros,1.013513514
702,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO short,,in house,RPMI+10% FBS,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,10,4,12153,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,ros,1.081081081
703,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO short,,in house,RPMI+10% FBS,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,100,4,12153,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,ros,1.344594595
704,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO short,,in house,RPMI,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,10,4,12154,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,ros,1.594594595
705,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO short,,in house,RPMI,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,100,4,12154,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,ros,2.067567568
706,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO short,,in house,RPMI,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,1,4,12154,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,ros,1.040540541
707,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO long,,in house,RPMI+10% FBS,,,L,1000-2000,1,1,,-51.7,96 OR 12,Submerged,1,4,12155,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,ros,1.074324324
708,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO long,,in house,RPMI+10% FBS,,,L,1000-2000,1,1,,-51.7,96 OR 12,Submerged,10,4,12155,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,ros,1.378378378
709,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO long,,in house,RPMI+10% FBS,,,L,1000-2000,1,1,,-51.7,96 OR 12,Submerged,100,4,12155,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,ros,2.027027027
710,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO long,,in house,RPMI,,,L,1000-2000,1,1,,-51.7,96 OR 12,Submerged,1,4,12156,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,ros,1.040540541
711,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO long,,in house,RPMI,,,L,1000-2000,1,1,,-51.7,96 OR 12,Submerged,10,4,12156,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,ros,1.689189189
712,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO long,,in house,RPMI,,,L,1000-2000,1,1,,-51.7,96 OR 12,Submerged,100,4,12156,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,ros,2.222972973
713,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO short,,in house,RPMI+10% FBS,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,10,24,13157,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,rna_il6,0.714285714
714,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO short,,in house,RPMI+10% FBS,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,1,24,13157,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,rna_il6,0.714285714
715,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO short,,in house,RPMI+10% FBS,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,5,24,13157,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,not sure,,rna_il6,0.612244898
