,ID,author_year,link,Substance,type,func,vendor,media,agg_diameter,length,size_class,lat_size,layer,thick,ssa,z_pot,plate,ali,dose,time,bmd_id,species,cell_type_general,cell_type,n_cell,endotox,notes,variable,value
386,387,Wang et al 2020,https://www.sciencedirect.com/science/article/pii/S1011134419302477,rGO,rGO,,in housem was produced from GO reduced with memecylon edule,RPMI,,"doesn’t say but figure 2, AFM one says distance, I assume is length so average is 296",S,,1.0,1.1,,,96,Submerged,1.0,24.0,6177,human,epithelial,A549,200000,no ,,viability_mtt,100.0
387,388,Wang et al 2020,https://www.sciencedirect.com/science/article/pii/S1011134419302477,rGO,rGO,,in housem was produced from GO reduced with memecylon edule,RPMI,,"doesn’t say but figure 2, AFM one says distance, I assume is length so average is 296",S,,1.0,1.1,,,96,Submerged,10.0,24.0,6177,human,epithelial,A549,200000,no ,,viability_mtt,96.9
388,389,Wang et al 2020,https://www.sciencedirect.com/science/article/pii/S1011134419302477,rGO,rGO,,in housem was produced from GO reduced with memecylon edule,RPMI,,"doesn’t say but figure 2, AFM one says distance, I assume is length so average is 296",S,,1.0,1.1,,,96,Submerged,1000.0,24.0,6177,human,epithelial,A549,200000,no ,,viability_mtt,93.9
389,390,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,100-500,1.0,1.1,,-7.4,96,Submerged,20.0,24.0,7110,rodent,macrophage,J774.A1,10^4,,,viability_cck,87.0
390,391,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,100-500,1.0,1.1,,-7.4,96,Submerged,100.0,24.0,7110,rodent,macrophage,J774.A1,10^4,,,viability_cck,49.0
391,392,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,100-500,1.0,1.1,,-7.4,96,Submerged,10.0,24.0,7110,rodent,macrophage,J774.A1,10^4,,,viability_cck,93.0
392,393,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,100-500,1.0,1.1,,-7.4,96,Submerged,50.0,24.0,7110,rodent,macrophage,J774.A1,10^4,,,viability_cck,66.0
393,394,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,100-500,1.0,1.1,,-7.4,96,Submerged,2.0,24.0,7110,rodent,macrophage,J774.A1,10^4,,,viability_cck,98.65
394,395,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,100-500,1.0,1.1,,-7.4,96,Submerged,4.0,24.0,7110,rodent,macrophage,J774.A1,10^4,,,viability_cck,99.0
395,396,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,100-500,1.0,1.1,,-7.4,96,Submerged,1.0,24.0,7110,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
396,397,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO NH2,Amine,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,422,,S,100-500,1.0,1.2,,-5.7,96,Submerged,50.0,24.0,7111,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
397,398,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO NH2,Amine,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,422,,S,100-500,1.0,1.2,,-5.7,96,Submerged,20.0,24.0,7111,rodent,macrophage,J774.A1,10^4,,,viability_cck,99.0
398,399,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO NH2,Amine,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,422,,S,100-500,1.0,1.2,,-5.7,96,Submerged,10.0,24.0,7111,rodent,macrophage,J774.A1,10^4,,,viability_cck,98.8
399,400,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO NH2,Amine,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,422,,S,100-500,1.0,1.2,,-5.7,96,Submerged,100.0,24.0,7111,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
400,401,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO NH2,Amine,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,422,,S,100-500,1.0,1.2,,-5.7,96,Submerged,2.0,24.0,7111,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
401,402,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO NH2,Amine,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,422,,S,100-500,1.0,1.2,,-5.7,96,Submerged,1.0,24.0,7111,rodent,macrophage,J774.A1,10^4,,,viability_cck,99.0
402,403,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO NH2,Amine,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,422,,S,100-500,1.0,1.2,,-5.7,96,Submerged,4.0,24.0,7111,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
403,404,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAA,poly acrylic acid,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,215,,S,100-500,1.0,2.6,,-2.6,96,Submerged,1.0,24.0,7112,rodent,macrophage,J774.A1,10^4,,,viability_cck,99.2
404,405,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAA,poly acrylic acid,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,215,,S,100-500,1.0,2.6,,-2.6,96,Submerged,2.0,24.0,7112,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
405,406,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAA,poly acrylic acid,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,215,,S,100-500,1.0,2.6,,-2.6,96,Submerged,4.0,24.0,7112,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
406,407,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAA,poly acrylic acid,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,215,,S,100-500,1.0,2.6,,-2.6,96,Submerged,10.0,24.0,7112,rodent,macrophage,J774.A1,10^4,,,viability_cck,99.95
407,408,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAA,poly acrylic acid,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,215,,S,100-500,1.0,2.6,,-2.6,96,Submerged,20.0,24.0,7112,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
408,409,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAA,poly acrylic acid,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,215,,S,100-500,1.0,2.6,,-2.6,96,Submerged,50.0,24.0,7112,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
409,410,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAA,poly acrylic acid,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,215,,S,100-500,1.0,2.6,,-2.6,96,Submerged,100.0,24.0,7112,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
410,411,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAM,poly acrylamide,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,260? (peak from 220-1600),,S,100-500,1.0,2.9,,-5.8,96,Submerged,20.0,24.0,7113,rodent,macrophage,J774.A1,10^4,,,viability_cck,80.5
411,412,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAM,poly acrylamide,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,260? (peak from 220-1600),,S,100-500,1.0,2.9,,-5.8,96,Submerged,50.0,24.0,7113,rodent,macrophage,J774.A1,10^4,,,viability_cck,15.0
412,413,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAM,poly acrylamide,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,260? (peak from 220-1600),,S,100-500,1.0,2.9,,-5.8,96,Submerged,10.0,24.0,7113,rodent,macrophage,J774.A1,10^4,,,viability_cck,95.5
413,414,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAM,poly acrylamide,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,260? (peak from 220-1600),,S,100-500,1.0,2.9,,-5.8,96,Submerged,100.0,24.0,7113,rodent,macrophage,J774.A1,10^4,,,viability_cck,5.2
414,415,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAM,poly acrylamide,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,260? (peak from 220-1600),,S,100-500,1.0,2.9,,-5.8,96,Submerged,2.0,24.0,7113,rodent,macrophage,J774.A1,10^4,,,viability_cck,98.5
415,416,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAM,poly acrylamide,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,260? (peak from 220-1600),,S,100-500,1.0,2.9,,-5.8,96,Submerged,1.0,24.0,7113,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
416,417,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAM,poly acrylamide,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,260? (peak from 220-1600),,S,100-500,1.0,2.9,,-5.8,96,Submerged,4.0,24.0,7113,rodent,macrophage,J774.A1,10^4,,,viability_cck,99.0
417,418,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PEG,PEG,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,194,,S,100-500,1.0,4.1,,-4.6,96,Submerged,1.0,24.0,7114,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
418,419,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PEG,PEG,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,194,,S,100-500,1.0,4.1,,-4.6,96,Submerged,2.0,24.0,7114,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
419,420,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PEG,PEG,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,194,,S,100-500,1.0,4.1,,-4.6,96,Submerged,4.0,24.0,7114,rodent,macrophage,J774.A1,10^4,,,viability_cck,99.8
420,421,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PEG,PEG,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,194,,S,100-500,1.0,4.1,,-4.6,96,Submerged,10.0,24.0,7114,rodent,macrophage,J774.A1,10^4,,,viability_cck,98.5
421,422,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PEG,PEG,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,194,,S,100-500,1.0,4.1,,-4.6,96,Submerged,20.0,24.0,7114,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
422,423,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PEG,PEG,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,194,,S,100-500,1.0,4.1,,-4.6,96,Submerged,50.0,24.0,7114,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
423,424,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PEG,PEG,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,194,,S,100-500,1.0,4.1,,-4.6,96,Submerged,100.0,24.0,7114,rodent,macrophage,J774.A1,10^4,,,viability_cck,100.0
424,425,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,Single layer (SLGO) 1 min sonication (SLGO1),,Cheap tubes,RPMI + 10% FBS,878,,M,,1.0,1,,-32.4,96?,Submerged,100.0,6.0,8030,human,macrophage,THP-1,5x10^5,,,viability_wst,58.7
425,426,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,Single layer (SLGO) 1 min sonication (SLGO1),,Cheap tubes,RPMI + 10% FBS,878,,M,,1.0,1,,-32.4,96?,Submerged,40.0,6.0,8030,human,macrophage,THP-1,5x10^5,,,viability_wst,83.7
426,427,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,Single layer (SLGO) 1 min sonication (SLGO1),,Cheap tubes,RPMI + 10% FBS,878,,M,,1.0,1,,-32.4,96?,Submerged,80.0,6.0,8030,human,macrophage,THP-1,5x10^5,,,viability_wst,60.6
427,428,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,Single layer (SLGO) 1 min sonication (SLGO1),,Cheap tubes,RPMI + 10% FBS,878,,M,,1.0,1,,-32.4,96?,Submerged,10.0,6.0,8030,human,macrophage,THP-1,5x10^5,,,viability_wst,95.7
428,429,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,Single layer (SLGO) 1 min sonication (SLGO1),,Cheap tubes,RPMI + 10% FBS,878,,M,,1.0,1,,-32.4,96?,Submerged,20.0,6.0,8030,human,macrophage,THP-1,5x10^5,,,viability_wst,95.7
429,430,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 5 mins sonication,,Cheap tubes,RPMI + 10% FBS,816.8,,M,,1.0,1,,-32.4,96?,Submerged,10.0,6.0,8033,human,macrophage,THP-1,5x10^5,,,viability_wst,99.95
430,431,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 5 mins sonication,,Cheap tubes,RPMI + 10% FBS,816.8,,M,,1.0,1,,-32.4,96?,Submerged,20.0,6.0,8033,human,macrophage,THP-1,5x10^5,,,viability_wst,93.92
431,432,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 5 mins sonication,,Cheap tubes,RPMI + 10% FBS,816.8,,M,,1.0,1,,-32.4,96?,Submerged,40.0,6.0,8033,human,macrophage,THP-1,5x10^5,,,viability_wst,61.99
432,433,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 5 mins sonication,,Cheap tubes,RPMI + 10% FBS,816.8,,M,,1.0,1,,-32.4,96?,Submerged,80.0,6.0,8033,human,macrophage,THP-1,5x10^5,,,viability_wst,55.03
433,434,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 5 mins sonication,,Cheap tubes,RPMI + 10% FBS,816.8,,M,,1.0,1,,-32.4,96?,Submerged,100.0,6.0,8033,human,macrophage,THP-1,5x10^5,,,viability_wst,52.26
434,435,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 15 mins sinication,,Cheap tubes,RPMI + 10% FBS,699,,M,,1.0,1,,-32.4,96?,Submerged,10.0,6.0,8036,human,macrophage,THP-1,5x10^5,,,viability_wst,94.86
435,436,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 15 mins sinication,,Cheap tubes,RPMI + 10% FBS,699,,M,,1.0,1,,-32.4,96?,Submerged,20.0,6.0,8036,human,macrophage,THP-1,5x10^5,,,viability_wst,78.65
436,437,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 15 mins sinication,,Cheap tubes,RPMI + 10% FBS,699,,M,,1.0,1,,-32.4,96?,Submerged,40.0,6.0,8036,human,macrophage,THP-1,5x10^5,,,viability_wst,50.4
437,438,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 15 mins sinication,,Cheap tubes,RPMI + 10% FBS,699,,M,,1.0,1,,-32.4,96?,Submerged,80.0,6.0,8036,human,macrophage,THP-1,5x10^5,,,viability_wst,42.99
438,439,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 15 mins sinication,,Cheap tubes,RPMI + 10% FBS,699,,M,,1.0,1,,-32.4,96?,Submerged,100.0,6.0,8036,human,macrophage,THP-1,5x10^5,,,viability_wst,42.07
439,440,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 30 mins sonication,,Cheap tubes,RPMI + 10% FBS,497.1,,S,,1.0,1,,-32.4,96?,Submerged,100.0,6.0,8039,human,macrophage,THP-1,5x10^5,,,viability_wst,34.7
440,441,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 30 mins sonication,,Cheap tubes,RPMI + 10% FBS,497.1,,S,,1.0,1,,-32.4,96?,Submerged,80.0,6.0,8039,human,macrophage,THP-1,5x10^5,,,viability_wst,38.37
441,442,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 30 mins sonication,,Cheap tubes,RPMI + 10% FBS,497.1,,S,,1.0,1,,-32.4,96?,Submerged,10.0,6.0,8039,human,macrophage,THP-1,5x10^5,,,viability_wst,88.8
442,443,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 30 mins sonication,,Cheap tubes,RPMI + 10% FBS,497.1,,S,,1.0,1,,-32.4,96?,Submerged,20.0,6.0,8039,human,macrophage,THP-1,5x10^5,,,viability_wst,72.1
443,444,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,SLGO 30 mins sonication,,Cheap tubes,RPMI + 10% FBS,497.1,,S,,1.0,1,,-32.4,96?,Submerged,40.0,6.0,8039,human,macrophage,THP-1,5x10^5,,,viability_wst,45.3
444,445,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 1 min,,Cheap tubes,RPMI + 10% FBS,1259.2,,L,,3.0,3,,-32.4,96?,Submerged,10.0,6.0,8042,human,macrophage,THP-1,5x10^5,,,viability_wst,100.0
445,446,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 1 min,,Cheap tubes,RPMI + 10% FBS,1259.2,,L,,3.0,3,,-32.4,96?,Submerged,20.0,6.0,8042,human,macrophage,THP-1,5x10^5,,,viability_wst,99.48
446,447,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 1 min,,Cheap tubes,RPMI + 10% FBS,1259.2,,L,,3.0,3,,-32.4,96?,Submerged,40.0,6.0,8042,human,macrophage,THP-1,5x10^5,,,viability_wst,92.99
447,448,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 1 min,,Cheap tubes,RPMI + 10% FBS,1259.2,,L,,3.0,3,,-32.4,96?,Submerged,80.0,6.0,8042,human,macrophage,THP-1,5x10^5,,,viability_wst,87.5
448,449,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 1 min,,Cheap tubes,RPMI + 10% FBS,1259.2,,L,,3.0,3,,-32.4,96?,Submerged,100.0,6.0,8042,human,macrophage,THP-1,5x10^5,,,viability_wst,85.6
449,450,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 5 mins,,Cheap tubes,RPMI + 10% FBS,1156,,L,,3.0,3,,-32.4,96?,Submerged,100.0,6.0,8045,human,macrophage,THP-1,5x10^5,,,viability_wst,59.6
450,451,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 5 mins,,Cheap tubes,RPMI + 10% FBS,1156,,L,,3.0,3,,-32.4,96?,Submerged,80.0,6.0,8045,human,macrophage,THP-1,5x10^5,,,viability_wst,80.96
451,452,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 5 mins,,Cheap tubes,RPMI + 10% FBS,1156,,L,,3.0,3,,-32.4,96?,Submerged,40.0,6.0,8045,human,macrophage,THP-1,5x10^5,,,viability_wst,89.3
452,453,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 5 mins,,Cheap tubes,RPMI + 10% FBS,1156,,L,,3.0,3,,-32.4,96?,Submerged,20.0,6.0,8045,human,macrophage,THP-1,5x10^5,,,viability_wst,99.0
453,454,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 5 mins,,Cheap tubes,RPMI + 10% FBS,1156,,L,,3.0,3,,-32.4,96?,Submerged,10.0,6.0,8045,human,macrophage,THP-1,5x10^5,,,viability_wst,98.5
454,455,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 15 mins,,Cheap tubes,RPMI + 10% FBS,912.2,,M,,3.0,3,,-32.4,96?,Submerged,10.0,6.0,8048,human,macrophage,THP-1,5x10^5,,,viability_wst,99.48
455,456,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 15 mins,,Cheap tubes,RPMI + 10% FBS,912.2,,M,,3.0,3,,-32.4,96?,Submerged,20.0,6.0,8048,human,macrophage,THP-1,5x10^5,,,viability_wst,92.99
456,457,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 15 mins,,Cheap tubes,RPMI + 10% FBS,912.2,,M,,3.0,3,,-32.4,96?,Submerged,40.0,6.0,8048,human,macrophage,THP-1,5x10^5,,,viability_wst,77.26
457,458,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 15 mins,,Cheap tubes,RPMI + 10% FBS,912.2,,M,,3.0,3,,-32.4,96?,Submerged,80.0,6.0,8048,human,macrophage,THP-1,5x10^5,,,viability_wst,41.14
458,459,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 15 mins,,Cheap tubes,RPMI + 10% FBS,912.2,,M,,3.0,3,,-32.4,96?,Submerged,100.0,6.0,8048,human,macrophage,THP-1,5x10^5,,,viability_wst,37.4
459,460,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 30mins,,Cheap tubes,RPMI + 10% FBS,701.6,,M,,3.0,3,,-32.4,96?,Submerged,80.0,6.0,8051,human,macrophage,THP-1,5x10^5,,,viability_wst,39.3
460,461,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 30mins,,Cheap tubes,RPMI + 10% FBS,701.6,,M,,3.0,3,,-32.4,96?,Submerged,40.0,6.0,8051,human,macrophage,THP-1,5x10^5,,,viability_wst,52.7
461,462,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 30mins,,Cheap tubes,RPMI + 10% FBS,701.6,,M,,3.0,3,,-32.4,96?,Submerged,100.0,6.0,8051,human,macrophage,THP-1,5x10^5,,,viability_wst,36.5
462,463,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 30mins,,Cheap tubes,RPMI + 10% FBS,701.6,,M,,3.0,3,,-32.4,96?,Submerged,10.0,6.0,8051,human,macrophage,THP-1,5x10^5,,,viability_wst,98.5
463,464,Cho et al 2016,https://koreauniv.pure.elsevier.com/en/publications/in-vitro-and-in-vivo-comparison-of-the-immunotoxicity-of-single-a,Graphene oxide,MLGO 30mins,,Cheap tubes,RPMI + 10% FBS,701.6,,M,,3.0,3,,-32.4,96?,Submerged,20.0,6.0,8051,human,macrophage,THP-1,5x10^5,,,viability_wst,93.0
